ponto_de_coleta,referencia,balneario_nome,municipio,lon,lat
9,"Frente a rua Maceio, Frente Salva Vidas 05",PRAINHA DA ENSEADA,SÃO FRANCISCO DO SUL,-48.5007325,-26.231189
6,Frente Posto Salva Vidas Ponta do Papagaio,PRAIA DA PINHEIRA,PALHOÇA,-48.600424,-27.860287
13,Av. Ganchos altura n. 1008 a direita do trapiche,PRAIA DE GANCHOS,GOVERNADOR CELSO RAMOS,,
12,"Rua Deodoro Simas Custodio, esquerda do riacho",PRAIA DE CANTO DE GANCHOS,GOVERNADOR CELSO RAMOS,,
8,Esquerda do molhe central,PRAIA DO PORTO,IMBITUBA,,
15,Frente a Rua Jose Amaro da Cunha,PRAIA DO ESTALEIRINHO,BALNEÁRIO CAMBORIÚ,-48.589042,-27.048471
5,FTE ACESSO PRINCIPAL,PRAIA DA VIGIA,GAROPABA,-48.610119,-28.019234
7,FTE RUA DO GIRASSOL,PRAIA DE FORA,PALHOÇA,-48.627654,-27.746496
10,FTE RUA 1100,PRAIA DO PORTO,ITAPEMA,-48.593891,-27.062169
9,FTE A RUA RIO MADEIRA,PRAIA DE ZIMBROS,BOMBINHAS,-48.531372,-27.180233
84,Fte Rua das Hortencias,PRAIA DA DANIELA,FLORIANÓPOLIS,-48.535576,-27.447736
85,Frente Av dos Pampos,PRAIA DE JURERE INTERNACIONAL,FLORIANÓPOLIS,-48.508773,-27.4346
86,"Estr. Jornalista Jaime de A. Ramos, altura do n",PRAIA DA LAGOINHA,FLORIANÓPOLIS,-48.426678,-27.388906
87,"Rod. SC 406 km 10,5, frente ao acesso",PRAIA DO MOCAMBIQUE,FLORIANÓPOLIS,-48.416498,-27.523014
88,Fte Rua Aconchego do Mar,PRAIA DA BARRA DA LAGOA,FLORIANÓPOLIS,-48.426835,-27.571432
89,"Fte Posto Salva Vidas, fundos do CEEL",PRAIA DO CAMPECHE,FLORIANÓPOLIS,-48.476625,-27.669138
90,Areias do Campeche - Fte Rua Lomba do Sab,PRAIA DO CAMPECHE,FLORIANÓPOLIS,-48.489861,-27.697651
91,curva da SC 406,PRAIA DO MORRO DAS PEDRAS,FLORIANÓPOLIS,-48.503583,-27.717623
93,Fte Rua Algas Marinhas - A,PRAIA DO PANTANO DO SUL,FLORIANÓPOLIS,-48.524161,-27.783905
92,"Fte Lagoa do Peri, CALDEIRAO",PRAIA DA ARMAÇÃO DO PÂNTANO DO SUL,FLORIANÓPOLIS,-48.506814,-27.72685
